nroDireccion,cutoff,n_meses_pre_cutoff,n_meses_post_cutoff,primer_mes,ultimo_mes_pre,primer_mes_post,total_facturado_pre,total_pagado_pre,total_pendiente_pre,ratio_pago_pre,ratio_pago_post,pct_pendiente_post,cumple_pago_heur,split,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
50737,2025-01,5,5,2023-12,2024-11,2025-02,324.39,289.28999999999996,35.1,0.8095496473141617,0.8056245652389944,0.19437543476100566,0,train,0.206015,-0.31213593,0.10646387,0.6174039,0.52343845,-0.07694219,-0.10784663,-0.26647222,-0.20564604,-0.04356214,-0.68828523,0.6546306,0.032019228,0.15370645,1.0184681,0.34450445,-0.14691433,0.04898725,-0.8523591,-0.37344152,-0.74440193,-1.1685039,-0.56311274,-0.18758583,0.39499035,0.70876396,0.12197038,-0.36108205,-0.09954843,-0.1487516,-0.49329045,0.36855838
50766,2025-01,8,4,2023-11,2024-10,2025-02,2748.6,2748.6,0.0,1.0,1.0,0.0,1,train,0.45818007,0.15311086,0.20346138,0.22458428,0.13217139,0.21322624,-0.65788823,0.020533673,-0.29475483,0.3152162,-0.8718647,0.31450957,0.10965344,0.61077595,0.6420821,0.32823265,0.0441112,-0.18165772,-0.52381104,-0.090404786,0.050991163,-0.92009753,-0.76481926,-0.28859007,0.33346412,0.1509606,-0.068846814,-0.3220927,-0.025610927,0.12419515,-0.30999658,0.4527939
50771,2025-01,3,6,2023-11,2024-12,2025-03,313.5,313.5,0.0,1.0,1.0,0.0,1,train,0.5765929,-0.4091428,0.10957927,0.15800938,0.3711312,-0.13234682,-0.35060674,-0.2991717,-0.27963272,0.37147677,-0.67885065,0.47213566,-0.1586267,0.28357637,0.90328765,0.51938546,-0.16585732,0.07042219,-0.5285867,-0.059146754,-0.54403174,-0.9018539,-0.53312355,-0.29215,0.6979867,0.48369575,-0.18223126,-0.47938535,0.012495507,0.13754952,-0.3662188,0.34261715
50794,2025-01,11,17,2023-12,2024-12,2025-01,42706.36,42706.36,0.0,1.0,0.9411764705882353,0.058823529411764705,0,train,0.06658732,-0.4578019,-0.050405286,0.20513302,-0.30915886,-0.4451314,-0.16765784,-0.12241005,0.33240104,0.21344702,-0.9186447,-0.079281226,0.034214698,0.3458474,0.9559946,0.34161896,-0.6042572,-0.29763982,-0.13452254,-0.024541728,-0.10403211,-1.0539018,-0.95329773,-0.5584655,0.5280346,0.333552,0.21351045,-0.99597657,-0.49324012,0.13893461,-0.34096324,0.86418545
50816,2025-01,4,1,2024-01,2024-12,2025-12,737.0,737.0,0.0,1.0,1.0,0.0,1,train,0.56215066,-0.44411263,0.08802021,0.13360626,0.36351135,-0.13598485,-0.30243397,-0.32863602,-0.23744312,0.38447958,-0.6197731,0.45898843,-0.15935028,0.225159,0.8816563,0.51626974,-0.16988549,0.07960744,-0.45561546,-0.081900045,-0.5633562,-0.82264155,-0.48149848,-0.27223572,0.6978537,0.4923248,-0.19209206,-0.4679787,0.017054155,0.13240129,-0.35502177,0.3189279
50832,2025-01,3,6,2024-01,2024-10,2025-05,2262.0,2262.0,0.0,1.0,0.8034262485481998,0.19657375145180023,0,train,0.5500934,-0.24041915,0.1528093,0.20645884,0.25143367,0.03735829,-0.58181196,-0.19447428,-0.2879633,0.43399832,-0.78860223,0.40618855,-0.06051255,0.5447543,0.93233573,0.54707557,-0.14972907,-0.072553635,-0.5737848,0.015544087,-0.3719598,-1.0876305,-0.6996788,-0.34494606,0.6513704,0.34905607,-0.10631462,-0.5883945,-0.07722901,0.13412434,-0.39352718,0.5038573
50871,2025-01,7,9,2024-03,2024-12,2025-01,3218.03,3218.03,0.0,1.0,0.9432870370370369,0.05671296296296296,0,test,0.45979828,-0.20587322,0.11146535,0.18364541,0.2258943,-0.016294006,-0.40593633,-0.2079826,-0.2056829,0.36932862,-0.77652705,0.3833405,-0.021090373,0.3598162,0.7864015,0.4134575,-0.058748882,-0.07665179,-0.39078116,-0.15294531,-0.2368455,-0.8563035,-0.60730326,-0.25968352,0.5208133,0.38406888,-0.11179067,-0.41932493,-0.0003941916,0.1429953,-0.33723632,0.42433125
50872,2025-01,3,1,2024-03,2024-10,2025-12,774.0,774.0,0.0,1.0,1.0,0.0,1,train,0.5691906,-0.49849507,0.07828563,0.11726981,0.36111557,-0.17461278,-0.29888758,-0.36571464,-0.21527237,0.42873693,-0.6526444,0.4637921,-0.17819703,0.24377213,0.9223703,0.55376,-0.19181582,0.086031914,-0.43921742,-0.06496304,-0.6013303,-0.86244434,-0.50266755,-0.3021486,0.7606756,0.51531565,-0.21659724,-0.53697526,-0.010288522,0.16159746,-0.37955645,0.33508644
50891,2025-01,4,6,2024-04,2024-11,2025-05,760.4899999999999,760.4899999999999,0.0,1.0,1.0,0.0,1,train,0.5633483,-0.34977296,0.12070349,0.17228457,0.3496602,-0.0731263,-0.40411088,-0.27855554,-0.28191546,0.3867266,-0.68320334,0.46347192,-0.11880342,0.31541747,0.89038336,0.51386994,-0.13672352,0.027247671,-0.51200736,-0.07137069,-0.48840424,-0.9051391,-0.547157,-0.28604132,0.6636228,0.4561187,-0.17405078,-0.4725893,0.019093137,0.12397041,-0.34575322,0.3612752
50921,2025-01,3,2,2024-04,2024-08,2026-03,321.5,321.5,0.0,1.0,0.9230769230769231,0.07692307692307693,0,train,0.58228564,-0.46615258,0.0878934,0.13461523,0.39104244,-0.15851352,-0.30468225,-0.33427468,-0.259724,0.38574776,-0.6316103,0.4793171,-0.18438211,0.23848398,0.90440464,0.5320298,-0.17800725,0.09929708,-0.495539,-0.060137548,-0.6027542,-0.8507698,-0.49021053,-0.28665617,0.7275755,0.50177693,-0.2039866,-0.48381707,0.011945985,0.14625943,-0.36707112,0.3113048
50932,2025-01,5,7,2024-05,2024-12,2025-01,4695.780000000001,4695.780000000001,0.0,1.0,0.8571428571428571,0.14285714285714285,0,train,0.4679073,-0.23630881,0.08550048,0.20282209,0.14287412,-0.0596106,-0.5082056,-0.19772467,-0.16058931,0.43993625,-0.90874976,0.34876326,-0.03523948,0.54426783,0.9314914,0.50015366,-0.17252934,-0.14633845,-0.46477485,-0.05190765,-0.22987244,-1.0829699,-0.7772345,-0.3845461,0.6012568,0.3548093,-0.061043575,-0.6331327,-0.13961199,0.18583935,-0.4005828,0.57429665
50933,2025-01,3,5,2024-07,2024-10,2025-01,1144.0,1144.0,0.0,1.0,1.0,0.0,1,train,0.541175,-0.32498196,0.14287174,0.18700852,0.29515323,-0.10321522,-0.4032725,-0.2424252,-0.26457268,0.35336784,-0.75813645,0.42544264,-0.11321158,0.3473716,0.88809395,0.4882868,-0.16112241,-0.0060139075,-0.5237023,-0.057179175,-0.43071976,-0.970085,-0.6135621,-0.3049149,0.63826877,0.45352507,-0.14512363,-0.49829644,-0.018904172,0.12970406,-0.35820615,0.41538048
50941,2025-01,3,2,2024-09,2024-11,2025-01,1629.0,1629.0,0.0,1.0,1.0,0.0,1,train,0.55646217,-0.51147866,0.09162438,0.12624337,0.3357162,-0.18545566,-0.26769558,-0.35894778,-0.19804177,0.39869246,-0.6496805,0.4369184,-0.17795497,0.20002621,0.9259454,0.5440057,-0.23099387,0.06061731,-0.42044842,-0.05286423,-0.6184861,-0.8545195,-0.51093924,-0.28732887,0.733111,0.53480506,-0.20159626,-0.5454476,-0.028230526,0.13427484,-0.36682987,0.34966806
50984,2025-01,4,10,2024-08,2024-12,2025-01,1748.0,1748.0,0.0,1.0,0.8834090909090909,0.1165909090909091,0,train,0.5436433,-0.47845936,0.08327285,0.114905454,0.31402326,-0.13279982,-0.28960907,-0.3508337,-0.18324453,0.42153314,-0.61674803,0.42759457,-0.15234458,0.23041104,0.90760195,0.53957766,-0.20050922,0.061108734,-0.3986101,-0.065432444,-0.57572675,-0.83669233,-0.5021417,-0.28676254,0.724039,0.49446398,-0.1876761,-0.5399947,-0.024433289,0.14056987,-0.3752922,0.35765347
51048,2025-01,3,2,2024-08,2024-12,2025-05,260.0,260.0,0.0,1.0,1.0,0.0,1,test,0.57925266,-0.4635807,0.09228338,0.13408774,0.3840529,-0.15072322,-0.30330122,-0.33613667,-0.25659817,0.38958153,-0.63193953,0.47502074,-0.18050796,0.23291956,0.9019561,0.53102493,-0.17570847,0.09138109,-0.48660836,-0.062566824,-0.6006026,-0.8500897,-0.49164164,-0.28361437,0.7246183,0.5037364,-0.20761737,-0.48691005,0.010384791,0.14421988,-0.36326963,0.31699237
51060,2025-01,3,2,2024-09,2024-11,2025-02,369.0,369.0,0.0,1.0,1.0,0.0,1,test,0.5753048,-0.36752814,0.11902924,0.16762008,0.35281733,-0.1070119,-0.41999835,-0.2890752,-0.28713623,0.40566787,-0.7399175,0.4727648,-0.13135943,0.35509604,0.9159144,0.53027594,-0.14054349,0.033301223,-0.54118794,-0.05873473,-0.48555595,-0.9621474,-0.5799328,-0.3169618,0.7006187,0.46641856,-0.18623163,-0.5070852,0.0034329277,0.15220284,-0.37186632,0.37979853
51077,2025-01,3,1,2024-09,2024-11,2025-07,2612.01,2612.01,0.0,1.0,1.0,0.0,1,test,0.5129859,-0.52289253,0.08954716,0.09955497,0.25284904,-0.13852927,-0.27548286,-0.36593357,-0.13296232,0.45419464,-0.6384752,0.39610338,-0.15438628,0.26017332,0.9597746,0.57295483,-0.25205827,0.03390565,-0.3543587,-0.0192369,-0.60716176,-0.8945556,-0.5548591,-0.31957456,0.7686184,0.502011,-0.17522304,-0.65579903,-0.0957896,0.16095525,-0.40816528,0.42080113
51095,2025-01,3,5,2024-10,2024-12,2025-01,1722.05,1722.05,0.0,1.0,1.0,0.0,1,test,0.5614609,-0.44638768,0.10853318,0.14077584,0.3179599,-0.11305153,-0.3757951,-0.3274584,-0.2252815,0.43759054,-0.6835588,0.44126797,-0.14527112,0.31831506,0.94850945,0.56496966,-0.20182215,0.025399711,-0.46779993,-0.027269222,-0.5692757,-0.9352998,-0.5689152,-0.31637287,0.7362382,0.4792542,-0.18781297,-0.5849403,-0.044581436,0.14460051,-0.38347876,0.3974692
