nroDireccion,cutoff,n_meses_pre_cutoff,n_meses_post_cutoff,primer_mes,ultimo_mes_pre,primer_mes_post,total_facturado_pre,total_pagado_pre,total_pendiente_pre,ratio_pago_pre,ratio_pago_post,pct_pendiente_post,cumple_pago_heur,split,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
2,2025-01,62,17,2019-11,2024-12,2025-01,9553.68,8754.88,798.8,0.9594092608076338,1.0,0.0,1,train,-0.858367,0.13124436,0.3245676,0.48836476,-0.728604,-0.22409825,1.162827,0.7576876,1.3016781,-1.0584226,0.99002486,-1.1244578,0.3817524,-1.882534,-0.6024108,-0.5341033,-0.8014682,-0.09219433,1.2986313,-0.63021624,0.5898236,1.2655175,0.21709411,1.000669,-1.1873533,-0.026034944,0.57492405,0.85774755,-0.24573487,-1.193022,1.3118199,0.13154967
108,2025-01,20,8,2018-02,2024-09,2025-01,499.0,499.0,0.0,1.0,1.0,0.0,1,train,0.12650584,0.035848726,0.13402897,0.04031486,-0.020350091,0.11519867,0.07618525,-0.024326608,0.18094234,0.14353608,-0.062087834,0.063982464,0.065637216,-0.19396156,-0.050620258,0.064390495,-0.019299228,-0.019494362,0.35658273,-0.2647672,-0.012385284,0.19722359,-0.034529522,0.14861643,-0.06880572,0.1598216,-0.13271014,0.053829998,0.045883514,-0.0695075,0.1310492,0.0023273453
119,2025-01,10,2,2019-08,2023-11,2025-01,976.0,976.0,0.0,1.0,1.0,0.0,1,train,0.38740802,-0.21896172,0.08615942,0.13598394,0.22857624,-0.004807312,-0.21536663,-0.21032435,-0.12426532,0.29285106,-0.5042311,0.35016096,-0.04103922,0.12501936,0.5859544,0.33381754,-0.043387026,-0.008646101,-0.1971214,-0.21515214,-0.2951574,-0.5299442,-0.37099046,-0.1331583,0.42143637,0.3931272,-0.14111097,-0.26748765,0.055395298,0.07313136,-0.22270162,0.2644882
587,2025-01,6,4,2018-06,2024-01,2025-01,268.0,268.0,0.0,1.0,1.0,0.0,1,test,0.51748353,-0.40143806,0.07979017,0.13177598,0.33315894,-0.098574445,-0.2723498,-0.31894115,-0.2014474,0.3711956,-0.5731633,0.43009213,-0.13040444,0.1871335,0.8129138,0.47153953,-0.13721702,0.06518179,-0.37902328,-0.12247327,-0.51006013,-0.7424009,-0.43785483,-0.23744449,0.6397979,0.4762625,-0.18150274,-0.42467105,0.03171438,0.11345806,-0.3194687,0.3026995
615,2025-01,20,2,2019-06,2024-12,2025-03,5165.639999999999,5165.639999999999,0.0,1.0,1.0,0.0,1,train,0.1213723,-0.0005259998,0.12344286,0.05376637,-0.045558404,0.062166408,0.10591013,-0.038493097,0.21545196,0.14758003,-0.082272306,0.03607552,0.06725844,-0.2096513,-0.022792071,0.06792884,-0.054328393,-0.03245472,0.36896092,-0.26389432,0.0031057494,0.17266041,-0.06257187,0.13881299,-0.06773397,0.17012516,-0.12263922,0.0096452385,0.02595181,-0.07869448,0.12827855,0.033046894
620,2025-01,50,2,2018-01,2024-12,2025-01,18909.02,18649.670000000002,259.35,0.9856036997672447,1.0,0.0,1,train,-0.2904892,0.38473064,0.29769287,0.2141695,-0.36914545,0.17286144,0.43465698,0.3529553,0.6176063,-0.2367764,0.25228363,-0.44085473,0.2641729,-0.629462,-0.5215887,-0.25910586,-0.2179058,-0.11137185,0.74320185,-0.3531353,0.4072693,0.71536076,0.03809747,0.44191027,-0.71869427,-0.15545566,0.12976936,0.44925168,0.014341373,-0.43738383,0.6699553,-0.07331183
626,2025-01,14,1,2018-01,2024-01,2025-11,545.0,545.0,0.0,1.0,1.0,0.0,1,train,0.34795672,-0.22700155,0.06543931,0.09199955,0.21054429,-0.0057078116,-0.14117281,-0.22177038,-0.06980456,0.28680214,-0.3712046,0.30882353,-0.04776635,0.03875953,0.46783897,0.2937398,-0.039096337,0.015720148,-0.075870596,-0.220704,-0.29617715,-0.35043442,-0.25838512,-0.08404586,0.3715854,0.37566775,-0.16384383,-0.21851915,0.053343385,0.050786026,-0.16317186,0.18765345
637,2025-01,4,1,2018-02,2021-03,2026-04,141.3,141.3,0.0,1.0,1.0,0.0,1,test,0.56197435,-0.44015256,0.0879165,0.13585995,0.37488145,-0.1354836,-0.28866062,-0.32973817,-0.24449152,0.376536,-0.6099206,0.46531093,-0.164913,0.20675409,0.86828434,0.5064428,-0.15863755,0.08672002,-0.455101,-0.09113553,-0.56850034,-0.8057558,-0.4663936,-0.26297805,0.69041634,0.49833426,-0.1993714,-0.44932225,0.027106404,0.13074896,-0.34339562,0.305039
652,2025-01,38,1,2018-02,2024-07,2025-07,7948.590000000001,7948.590000000001,0.0,1.0,1.0,0.0,1,test,-0.19106703,0.6720105,0.4059378,0.2452806,-0.5146172,0.318971,0.11636032,0.57997316,0.49281394,-0.18053636,-0.15163773,-0.46287107,0.2851713,-0.20160381,-0.56379294,-0.3390072,-0.1240543,-0.19087364,0.38327494,-0.2716142,0.7426103,0.43182045,-0.31224692,0.31075326,-0.8618237,-0.4827285,0.1543131,0.46333274,-0.084036514,-0.28989637,0.52121776,0.11970474
656,2025-01,22,2,2018-12,2024-08,2025-01,5545.47,5545.47,0.0,1.0,1.0,0.0,1,test,0.025654823,0.11998709,0.19973356,0.112701476,-0.0880326,0.17294715,0.058768563,0.09058639,0.24297005,-0.014150803,-0.06988346,-0.039729152,0.1561948,-0.23429698,-0.10102968,0.010962889,-0.07582006,-0.07359272,0.32663408,-0.3149413,0.08987256,0.19748758,-0.11035786,0.18801531,-0.2225732,0.09169372,-0.018630067,0.18397026,0.046093866,-0.14937903,0.14533441,0.07028528
657,2025-01,19,4,2018-06,2024-11,2025-10,2701.0,2701.0,0.0,1.0,1.0,0.0,1,train,0.19009288,-0.04157112,0.10375718,0.03980194,0.04467498,0.08163446,0.017777972,-0.08805331,0.10513978,0.19693863,-0.13673654,0.13788222,0.029972173,-0.13090251,0.077952564,0.12398483,-0.009509772,-0.009771898,0.25665674,-0.25496465,-0.08830779,0.07333526,-0.08158565,0.0871238,0.05778946,0.22056328,-0.15671001,-0.021996507,0.044901505,-0.027122922,0.044809617,0.045847896
693,2025-01,5,1,2020-05,2023-06,2025-02,1687.0,1687.0,0.0,1.0,1.0,0.0,1,train,0.53976697,-0.42923325,0.08303626,0.13135666,0.3438655,-0.121402726,-0.2804099,-0.3265746,-0.21573892,0.377035,-0.594755,0.44254032,-0.14288244,0.19397415,0.84937155,0.49400884,-0.15742174,0.06855844,-0.4093557,-0.104207546,-0.53758454,-0.77391493,-0.45784026,-0.2530374,0.6675356,0.48865592,-0.18628688,-0.4430335,0.023845218,0.119785614,-0.33706838,0.3112434
698,2025-01,9,2,2019-11,2023-11,2025-01,1105.6,1105.6,0.0,1.0,1.0,0.0,1,train,0.4458422,-0.3312814,0.071057424,0.12673195,0.27122617,-0.052213397,-0.24257259,-0.28120846,-0.14253628,0.34635136,-0.51867044,0.3765211,-0.081682585,0.15731418,0.7078433,0.40996382,-0.10272843,0.030097436,-0.26804304,-0.16313401,-0.41241455,-0.6306052,-0.3956409,-0.19272143,0.5447383,0.43376884,-0.15502955,-0.3700071,0.034314655,0.08876168,-0.2798955,0.28683963
699,2025-01,11,1,2018-06,2024-08,2026-03,1044.8,1044.8,0.0,1.0,1.0,0.0,1,train,0.40706593,-0.3075777,0.061029356,0.11747889,0.25416148,-0.05180968,-0.20232834,-0.2620415,-0.11546507,0.31494614,-0.46477062,0.3508436,-0.067435585,0.103308044,0.63593566,0.37083295,-0.09006789,0.021277573,-0.20388259,-0.18929537,-0.37791815,-0.5347468,-0.3504629,-0.15544248,0.4882506,0.42436934,-0.15130386,-0.31528994,0.04493373,0.06695952,-0.24221702,0.2558376
704,2025-01,5,2,2019-05,2024-07,2025-10,130.0,130.0,0.0,1.0,1.0,0.0,1,train,0.5429251,-0.42031288,0.083165176,0.13571069,0.36219364,-0.120070726,-0.2781483,-0.32399112,-0.22965929,0.36806807,-0.5910135,0.45334014,-0.15051171,0.19254735,0.840096,0.48693004,-0.14614892,0.08109486,-0.42428243,-0.10952133,-0.54177594,-0.77156216,-0.44793868,-0.24818605,0.66379,0.4900553,-0.1905761,-0.42799547,0.035347063,0.121553384,-0.32965,0.29838115
714,2025-01,4,7,2021-02,2024-11,2025-02,1001.3,1001.3,0.0,1.0,1.0,0.0,1,train,0.554755,-0.45742887,0.08901587,0.12849008,0.3492081,-0.14347556,-0.28622827,-0.33584803,-0.2195769,0.38645425,-0.6205685,0.4468613,-0.15820819,0.20694612,0.880466,0.51597315,-0.18056089,0.07104018,-0.42975157,-0.085722834,-0.5659488,-0.81486577,-0.4817245,-0.2674178,0.6976928,0.5008447,-0.19367798,-0.47642803,0.009536343,0.12982872,-0.35454103,0.32578498
742,2025-01,15,1,2019-01,2024-10,2026-03,4362.0,4362.0,0.0,1.0,1.0,0.0,1,train,0.30441672,-0.040522825,0.1091009,0.095841356,0.07318796,0.05099549,-0.23220141,-0.08313901,-0.03845887,0.30605412,-0.472476,0.22208828,0.034457095,0.15876228,0.36322692,0.22906946,0.01513733,-0.090053484,-0.04162815,-0.21995479,-0.040901475,-0.34625491,-0.39806724,-0.104524784,0.24007829,0.2186868,-0.14984763,-0.20863219,0.00584838,0.060209177,-0.1432126,0.26058364
758,2025-01,16,1,2018-02,2024-10,2025-10,1527.2,1527.2,0.0,1.0,1.0,0.0,1,train,0.27581125,-0.10965758,0.08640024,0.09166051,0.10476386,0.038973264,-0.10889018,-0.14126849,0.0063724145,0.25576085,-0.36625582,0.2309604,0.013147324,0.03006964,0.3297218,0.22171637,-0.018638588,-0.033454515,0.034753814,-0.24315861,-0.13162962,-0.24569984,-0.26305082,-0.032132864,0.22081932,0.28816515,-0.1391423,-0.16150546,0.034657158,0.03629943,-0.116632454,0.18281816
761,2025-01,7,1,2018-03,2024-05,2025-09,692.6,692.6,0.0,1.0,1.0,0.0,1,train,0.48725396,-0.3300686,0.08833768,0.1461689,0.30724698,-0.06383708,-0.28805953,-0.27342638,-0.20188332,0.3428653,-0.5816367,0.4164129,-0.09358559,0.20011541,0.76867115,0.43261576,-0.104144186,0.033678945,-0.36044914,-0.14692521,-0.42955753,-0.71859455,-0.44614905,-0.21844417,0.57877386,0.4464507,-0.15424794,-0.37762907,0.04505112,0.10148641,-0.3049409,0.30701017
768,2025-01,8,1,2019-04,2024-10,2025-10,1446.5,1446.5,0.0,1.0,1.0,0.0,1,train,0.47291923,-0.29778653,0.094476365,0.14594579,0.2887047,-0.03731205,-0.31232038,-0.26168367,-0.19208589,0.35218263,-0.56914556,0.39953446,-0.072285704,0.21229532,0.73999095,0.42171496,-0.0895343,0.01133376,-0.33720824,-0.146915,-0.3970429,-0.6982377,-0.44384563,-0.21422157,0.5512875,0.42433527,-0.15982452,-0.3756562,0.03951602,0.092812754,-0.28131205,0.3077514
770,2025-01,17,3,2018-01,2023-05,2025-03,3164.0,3164.0,0.0,1.0,1.0,0.0,1,test,0.23897916,-0.14376453,0.071384445,0.05307474,0.077043146,0.00611932,-0.017277997,-0.14593163,0.06931486,0.24532102,-0.22249496,0.1741823,0.0028594881,-0.09010657,0.2421227,0.18733864,-0.043379426,-0.018207278,0.17187218,-0.24730138,-0.15720874,-0.06893712,-0.16436611,0.014538387,0.17735638,0.28435314,-0.16110063,-0.13213086,0.02454402,-0.0007714629,-0.025075486,0.12969194
788,2025-01,3,2,2018-04,2021-05,2025-10,240.0,240.0,0.0,1.0,1.0,0.0,1,train,0.5560128,-0.49922755,0.084948264,0.119964324,0.35487503,-0.18966301,-0.28191727,-0.37780753,-0.20403233,0.42942935,-0.680168,0.46050805,-0.16545638,0.21258152,0.9064969,0.54323804,-0.17795981,0.065968156,-0.40177745,-0.09550988,-0.5807777,-0.8520143,-0.5006491,-0.28897986,0.75192857,0.5418432,-0.23238611,-0.52358294,0.0025995988,0.16208875,-0.36319545,0.34064174
798,2025-01,26,1,2018-01,2023-12,2026-03,3822.85,2582.85,1240.0,0.7643028942763691,1.0,0.0,1,train,-0.84627986,0.34767503,0.4696276,0.9161924,-0.0068925493,0.11840628,0.4503085,0.5512221,0.6527213,-1.4080642,-0.21783225,-0.5657663,0.6417918,-0.93034667,0.022900637,-0.41415486,-0.46311128,-0.14522596,-0.17199682,-0.79367197,0.08905271,-0.46424928,-0.17052306,0.53814244,-0.9309783,0.6350082,0.8744261,0.966534,0.23078206,-1.1996552,0.4919694,0.16190511
805,2025-01,79,15,2018-01,2024-12,2025-01,55478.57000000001,53794.57000000001,1684.0,0.9711603148918193,0.9769696969696969,0.02303030303030303,1,train,-0.4478677,0.78982866,0.45494694,0.40158758,-0.8380066,0.22697589,0.39289546,0.7328532,0.7455797,-0.30405876,-0.08885279,-0.6652226,0.25181904,-0.44322827,-0.652897,-0.49457964,-0.2729048,-0.28636524,0.5698206,-0.26746452,0.92125463,0.59569204,-0.41684645,0.4117555,-1.1710907,-0.69342685,0.3093322,0.4944282,-0.31344467,-0.3894031,0.8055292,0.20850459
863,2025-01,20,4,2018-05,2024-12,2025-01,2905.4,2905.4,0.0,1.0,1.0,0.0,1,test,0.10049854,0.03978331,0.15093483,0.06257544,-0.11218158,0.007486917,0.1070222,0.033454675,0.26039156,0.12733524,-0.12541172,-0.05199233,0.10088096,-0.19423941,-0.057593092,0.018710645,-0.07464288,-0.07610798,0.36126295,-0.25362796,0.12110968,0.15858743,-0.14449024,0.1273081,-0.14208908,0.100921124,-0.111051574,-0.0038941167,-0.002605904,-0.094440356,0.17784332,0.08520899
899,2025-01,11,3,2018-04,2024-10,2025-03,998.0,998.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0,test,0.39584827,-0.24514967,0.07668692,0.12656178,0.23813483,-0.016295996,-0.21715632,-0.22716895,-0.12378525,0.3037842,-0.48344523,0.35045463,-0.049327485,0.12423861,0.59661293,0.34457487,-0.05678662,0.005685482,-0.1992156,-0.20108688,-0.32044712,-0.52366257,-0.3581074,-0.14252448,0.44308016,0.39540884,-0.14490636,-0.28225148,0.051529773,0.07185816,-0.2294421,0.25530782
913,2025-01,19,1,2018-01,2024-12,2025-08,4446.0,3666.0,780.0,0.836660617059891,0.0,1.0,0,test,-0.5829331,0.09788071,0.17528152,1.06895,0.38328853,0.10047001,0.11467774,0.3161719,0.025020689,-1.0384058,-0.7555913,0.03590498,0.47488198,-0.41841775,0.82153046,0.00276573,-0.21283777,-0.19296245,-0.98878896,-0.7318932,-0.32713038,-1.3093137,-0.4450752,0.086326644,-0.20151438,0.92025435,0.82393587,0.49804017,0.11204012,-0.9215136,-0.21139298,0.43882138
925,2025-01,26,5,2018-01,2024-12,2025-02,5934.3,5904.3,30.0,0.9948717948717949,1.0,0.0,1,train,-0.16622864,0.718831,0.43728712,0.27761877,-0.4751892,0.48014742,0.11750685,0.43388388,0.4192702,-0.049488425,-0.14454453,-0.31922904,0.2128734,-0.12627614,-0.5070436,-0.253365,-0.034749784,-0.19065122,0.42466682,-0.24505812,0.6320891,0.43646008,-0.22417286,0.33279037,-0.8619156,-0.41212952,0.124810986,0.43843937,-0.035773814,-0.21722782,0.48769066,0.0031420738
949,2025-01,17,3,2018-03,2024-11,2025-01,5913.99,5913.99,0.0,1.0,1.0,0.0,1,train,0.284245,-0.21836782,0.049648173,0.06470733,0.09807302,-0.026601575,-0.09091435,-0.18716326,0.041979544,0.29343075,-0.29720628,0.20413081,-0.008216903,-0.0065219076,0.3865565,0.2575626,-0.08368759,-0.02388652,0.074614786,-0.2164725,-0.21406995,-0.22632645,-0.25155592,-0.06818631,0.29206228,0.30683142,-0.14714976,-0.24404556,-7.195212e-05,0.019610263,-0.12164653,0.2031098
964,2025-01,3,1,2021-03,2021-09,2026-01,983.0,983.0,0.0,1.0,1.0,0.0,1,test,0.575991,-0.47731367,0.087149985,0.12600914,0.36643168,-0.15686455,-0.31199968,-0.33940074,-0.23701707,0.40338334,-0.6366769,0.4635645,-0.17647794,0.25271463,0.9165257,0.5444916,-0.19341753,0.086211145,-0.47491765,-0.050984852,-0.5988748,-0.8629223,-0.50601107,-0.2958377,0.73898107,0.49613813,-0.19900234,-0.51547563,-0.0067635197,0.14943415,-0.37988412,0.33269325
977,2025-01,11,1,2018-02,2023-09,2025-08,845.0,805.0,40.0,0.8181818181818182,1.0,0.0,1,train,0.3521731,-0.22800642,0.06478902,0.20666997,0.26911288,-0.024071362,-0.23661685,-0.18606475,-0.14095902,0.19527452,-0.5399243,0.35112262,-0.019841537,0.12899289,0.68824196,0.35658485,-0.10174409,0.001280494,-0.31059906,-0.22313815,-0.3311458,-0.6667526,-0.39784282,-0.15021539,0.4294806,0.44348538,-0.048946306,-0.26819158,0.0772602,0.021942593,-0.23640384,0.2928217
1008,2025-01,30,1,2018-01,2024-11,2025-10,2280.0,2009.0,271.0,0.9333333333333333,1.0,0.0,1,train,-0.20086457,0.44794083,0.30181545,0.22751492,-0.2888707,0.294505,0.23949185,0.34382907,0.44321248,-0.20674886,0.033479318,-0.291717,0.24560043,-0.3972194,-0.4065645,-0.19720027,-0.08022809,-0.08563399,0.49752003,-0.34808296,0.3687421,0.45375657,-0.018478408,0.3696092,-0.64268947,-0.1062285,0.12603901,0.45191842,0.059251115,-0.3303093,0.4820681,-0.04649175
1033,2025-01,34,3,2018-06,2024-12,2025-02,2467.8,2467.8,0.0,1.0,1.0,0.0,1,train,-0.05977176,0.2916631,0.24827361,0.100650296,-0.20653963,0.22496842,0.21320353,0.173264,0.36584115,-0.026607297,0.06801109,-0.15357192,0.169777,-0.33316508,-0.33909628,-0.11273506,-0.06183687,-0.063678056,0.53207225,-0.28895628,0.22364005,0.46337694,0.0072837025,0.293718,-0.43592516,-0.032763973,-0.020556573,0.27224565,0.042870987,-0.20200306,0.37223017,-0.06810994
1044,2025-01,36,10,2018-01,2024-09,2025-01,8501.77,8501.77,0.0,1.0,1.0,0.0,1,test,-0.25745338,0.28709337,0.26158014,0.19259621,-0.37444776,0.07252447,0.46199915,0.2980359,0.6382909,-0.2026992,0.25746846,-0.43182302,0.23712045,-0.6297294,-0.47405037,-0.23018585,-0.2529111,-0.1065201,0.7567441,-0.32294813,0.36208493,0.6818805,0.033088967,0.39455765,-0.64615124,-0.12196174,0.10671982,0.34696364,-0.008316849,-0.41015044,0.64387953,-0.056582205
1080,2025-01,6,1,2018-01,2024-09,2025-08,737.0,737.0,0.0,1.0,1.0,0.0,1,train,0.5114258,-0.41252998,0.077146515,0.12537813,0.31143457,-0.095926926,-0.2767846,-0.3247784,-0.17939383,0.38870642,-0.57515424,0.41548273,-0.12455153,0.20061058,0.8253617,0.48271245,-0.15024227,0.057415996,-0.36178097,-0.11380316,-0.50789124,-0.75537133,-0.4505971,-0.24731287,0.6509702,0.47036168,-0.17624865,-0.45633414,0.013959177,0.11696982,-0.3320966,0.32069436
1083,2025-01,8,2,2018-05,2024-03,2025-02,1908.0,1908.0,0.0,1.0,1.0,0.0,1,train,0.46053022,-0.38423595,0.064322,0.11533334,0.26962292,-0.0901562,-0.23942012,-0.3009214,-0.13491875,0.36098415,-0.5262534,0.37757063,-0.09301052,0.14989339,0.7513839,0.4379281,-0.13925672,0.028098267,-0.27215758,-0.14765072,-0.44756833,-0.65011895,-0.4098568,-0.21097866,0.5849924,0.45186797,-0.15905276,-0.40302917,0.01891401,0.0919931,-0.30054888,0.30225828
1086,2025-01,26,3,2018-01,2024-10,2025-01,1211.55,1045.25,166.3,0.8980322003577818,1.0,0.0,1,train,-0.1870024,0.4288895,0.2897835,0.22104645,-0.26375046,0.29061538,0.231703,0.32460693,0.42207384,-0.2047223,0.029202789,-0.26340666,0.24044666,-0.39547595,-0.38437977,-0.17968558,-0.06799941,-0.07778986,0.4806486,-0.35264805,0.34016147,0.4328903,-0.0072437674,0.36484855,-0.6138487,-0.073864415,0.11787481,0.44790888,0.070533,-0.32040113,0.45988387,-0.049981914
1102,2025-01,66,16,2018-01,2024-12,2025-01,59387.33,56270.130000000005,3117.2,0.9707162316926403,0.8428043908119474,0.1571956091880526,0,test,-0.46884704,0.8897969,0.42272612,0.57857996,-0.8995011,0.39438888,0.14547352,1.0319508,0.593499,-0.5655312,-0.6377327,-0.9555437,0.4360773,-0.24716629,-0.6806481,-0.55645233,-0.288113,-0.41972813,0.18830058,-0.3646508,1.1107746,0.16368425,-0.57128847,0.4649792,-1.350899,-0.7345394,0.48890185,0.72310865,-0.29845023,-0.45008937,0.6597651,0.44725108
1103,2025-01,83,16,2018-01,2024-12,2025-01,306584.07,283447.77999999997,23136.289999999997,0.917549279737471,0.9680437968602704,0.03195620313972953,1,test,-0.40168858,-0.56574535,-0.15088421,0.44206375,-0.60251874,-0.7422692,0.6885665,0.4080793,0.9631445,-0.6932324,0.37175477,-1.0099393,0.4370743,-0.8377228,0.117690474,-0.18255167,-0.6621609,0.11255832,0.8544133,0.009355351,0.41181853,0.0945033,-0.08633216,0.081521556,0.18426488,-0.28266308,0.70623535,-0.15569203,-0.24891412,-0.5562894,0.7748987,0.36106035
1115,2025-01,43,15,2018-05,2024-10,2025-01,25448.22,25270.690000000002,177.53,0.9886756434214485,0.9326850607990781,0.06731493920092195,0,train,-0.33931112,0.6942233,0.39615032,0.30426207,-0.7264182,0.20396349,0.20746414,0.69419473,0.7198626,-0.21058027,-0.14184743,-0.6545733,0.3280671,-0.26207587,-0.62857246,-0.4361474,-0.25193834,-0.22540097,0.52260506,-0.27305377,0.91422355,0.54291725,-0.4271013,0.29593584,-0.9923069,-0.6720675,0.2662607,0.4056345,-0.2225693,-0.34218752,0.6781569,0.21382996
1123,2025-01,3,1,2022-01,2022-06,2025-04,575.2,575.2,0.0,1.0,1.0,0.0,1,train,0.58453655,-0.19243151,0.16216007,0.22522564,0.33734682,-0.0031970143,-0.59808093,-0.17374712,-0.37137964,0.3725178,-0.7982107,0.46366727,-0.065592654,0.5108933,0.9029336,0.519434,-0.10850847,-0.03824241,-0.67421144,-0.0076898783,-0.3598119,-1.0777853,-0.66434646,-0.34112218,0.6341288,0.3837053,-0.14007042,-0.48755327,4.4375658e-05,0.11158229,-0.35727438,0.41861254
1129,2025-01,3,2,2019-06,2024-01,2025-03,125.0,125.0,0.0,1.0,0.5,0.5,0,train,0.58387434,-0.4649537,0.08783754,0.13590004,0.3995493,-0.15697905,-0.29714334,-0.33501545,-0.26663846,0.3804838,-0.6250928,0.48479974,-0.1881643,0.22775541,0.898659,0.52759504,-0.17213151,0.10351896,-0.49799478,-0.064066656,-0.6089004,-0.8407059,-0.4814281,-0.2810953,0.72347707,0.5050261,-0.20769228,-0.47262856,0.01841744,0.1451942,-0.3611283,0.30327675
1139,2025-01,45,11,2018-05,2024-08,2025-01,8006.85,7600.85,406.0,0.9626554276933557,0.9151336108500068,0.08486638914999328,0,train,-0.240153,0.8254425,0.4709727,0.3303932,-0.5621097,0.48808116,0.086332105,0.6317098,0.4844602,-0.224639,-0.21061549,-0.4879396,0.3017657,-0.16734946,-0.62409437,-0.37570623,-0.08139515,-0.19923565,0.36908257,-0.29980567,0.8001384,0.43899897,-0.29617304,0.3800002,-1.0015106,-0.5437062,0.21312907,0.5827246,-0.061128274,-0.32419896,0.5502763,0.07641083
1141,2025-01,12,9,2021-10,2024-11,2025-02,7524.0199999999995,7524.0199999999995,0.0,1.0,0.8951690821256039,0.10483091787439613,0,train,0.3103058,-0.29325116,0.045705084,0.15875761,0.078565374,-0.08669712,-0.28969976,-0.21640971,0.0042756572,0.35522997,-0.6591315,0.22473559,0.012105599,0.27328748,0.7787955,0.3957777,-0.1917198,-0.11420264,-0.18118119,-0.15181592,-0.25427192,-0.73405766,-0.6042765,-0.27293897,0.47993842,0.37207046,-0.031030174,-0.5474967,-0.12334116,0.09608009,-0.3201623,0.485546
1172,2025-01,22,5,2018-01,2024-09,2025-02,1034.19,1034.19,0.0,1.0,1.0,0.0,1,train,-0.02444359,0.5657935,0.35794723,0.14538564,-0.34982058,0.3497585,-0.04766641,0.37988642,0.3192467,0.013006588,-0.23364891,-0.22775826,0.22944242,0.016167713,-0.39929807,-0.1948787,0.003024295,-0.15006666,0.29284143,-0.22983748,0.5307474,0.26544276,-0.2842512,0.17987508,-0.58440244,-0.33734515,0.009318528,0.2793922,-0.024657233,-0.11867646,0.32155377,0.065731406
1204,2025-01,3,3,2024-06,2024-11,2025-06,36.5,36.5,0.0,1.0,1.0,0.0,1,train,0.5842168,-0.46248427,0.088257,0.1372736,0.4022497,-0.1557183,-0.29638433,-0.3339537,-0.26984122,0.37817678,-0.62427694,0.48676956,-0.18876019,0.22606052,0.8967197,0.5256613,-0.169504,0.10448727,-0.5004782,-0.06533154,-0.60905457,-0.83910835,-0.47954345,-0.27962568,0.721283,0.5054382,-0.20813452,-0.46852008,0.020749819,0.14468691,-0.3589902,0.30114177
1376,2025-01,19,2,2018-06,2024-10,2025-01,1346.77,1338.8100000000002,7.96,0.99034388185654,1.0,0.0,1,test,0.122651294,0.08408705,0.13664868,0.13787985,-0.020467138,0.11027895,-0.06753006,0.044473335,0.12225659,0.07651504,-0.26987484,0.058689058,0.119110495,-0.062545374,0.11435644,0.099592,-0.019366171,-0.076278105,0.12920311,-0.28319007,0.05717471,-0.084435806,-0.24005891,0.07017161,-0.05150637,0.1615005,-0.040225744,0.022248652,0.037511136,-0.07662467,0.040039286,0.14383787
1401,2025-01,18,2,2018-04,2024-11,2025-04,2747.0,2712.0,35.0,0.9805555555555555,1.0,0.0,1,train,0.1231242,0.39108348,0.24543285,0.25559717,-0.10103697,0.30500644,-0.3745832,0.29458362,-0.00890626,0.052027684,-0.6623832,0.053948328,0.231204,0.2957692,0.16825342,0.09277427,0.09718074,-0.19502336,-0.19928028,-0.27164695,0.3106252,-0.42515948,-0.60669535,-0.060303412,-0.14127932,-0.04306642,0.040356163,0.0659371,-0.016213488,-0.0020876676,-0.06183918,0.3362038
1405,2025-01,11,9,2018-03,2023-12,2025-01,11177.74,11177.74,0.0,1.0,1.0,0.0,1,train,0.2616095,-0.54742163,-0.018586777,0.06328894,-0.041588314,-0.22260182,-0.13805915,-0.35385856,0.2062931,0.4564801,-0.613064,0.12981643,-0.05343067,0.22052701,0.90907943,0.42463008,-0.34125486,-0.10945484,0.022589318,-0.07798527,-0.39722246,-0.7236206,-0.61062217,-0.3806523,0.66709167,0.4607317,-0.043897305,-0.8662015,-0.28754586,0.13182083,-0.305899,0.53801656
1415,2025-01,5,13,2019-07,2023-07,2025-04,949.0,949.0,0.0,1.0,1.0,0.0,1,train,0.5285986,-0.33484918,0.10512779,0.16808435,0.32513547,-0.0786929,-0.34763178,-0.264081,-0.24770308,0.34902492,-0.66242844,0.44206107,-0.107711904,0.27880535,0.84569824,0.4716147,-0.12934077,0.035878513,-0.46280777,-0.10627405,-0.44326764,-0.84522027,-0.5218299,-0.26122013,0.62162113,0.44787365,-0.1410084,-0.42548943,0.030842002,0.118911035,-0.3481187,0.34927985
1458,2025-01,77,17,2018-01,2024-12,2025-01,37034.75,33016.479999999996,4018.27,0.9693939751256997,0.8855910485714726,0.11440895142852735,0,test,-0.43861687,1.0107397,0.48394555,0.4757914,-1.0184056,0.44866282,0.043530073,1.0722436,0.5549614,-0.47144496,-0.77284956,-0.87196815,0.4075724,-0.045773163,-0.71853054,-0.6449805,-0.25929093,-0.47800907,0.07992499,-0.24047503,1.1994532,0.1740247,-0.73537,0.34885404,-1.3990616,-0.91235983,0.38688695,0.6209855,-0.47397017,-0.2269237,0.5449952,0.58478653
